experiment_id,timestamp,split,seed,mode,initial_loss,final_loss,steps_to_threshold,converged,diverged,wall_clock_s,delta_w_norm,model.depth,model.width,model.n_params,model.flops,model.activation,model.normalization,model.residual_connection_ratio,model.attention_structure,model.required_memory_bytes,model.init_method,model.weight_norm_mean,model.weight_norm_std,task.input_dim,task.noise_level,task.n_samples,task.target_variance,task.target_entropy_estimate,task.feature_correlation_mean,task.redundancy,task.class_imbalance,task.distribution,hardware.device_type,hardware.device_name,hardware.device_count,hardware.memory_bytes,hardware.precision,hardware.interconnect,regime.regime_model_size,regime.regime_data_noise,regime.regime_data_volume,regime.regime_device,regime.regime_label,training.learning_rate,training.batch_size,training.optimizer,training.weight_decay,training.init_method,zero_cost.synflow,zero_cost.snip,zero_cost.grasp,zero_cost.jacob_cov,zero_cost.effective_rank,zero_cost.hessian_trace,zero_cost.jacobian_condition_mean,zero_cost.jacobian_condition_median,zero_cost.jacobian_sigma_max_mean,zero_cost.gradient_norm,zero_cost.gradient_norm_variance,zero_cost.activation_mean,zero_cost.activation_variance
250,2026-09-01 12:47:43,train,4,full_training,1.5111641883850098,0.048246510326862335,26.0,1,0,0.02112883099471219,3.7412703037261963,2,32,1249,2368,relu,none,0.0,none,19984,xavier,4.106595436731975,2.8521344661712646,4,0.3,256,2.286898612976074,1.8325368242905105,0.06028381142579206,0.0,,gaussian,cpu,cpu,8,,float32,none,small,noisy,low,cpu,small_model__noisy_data__low_volume,0.02,32,adam,1e-05,xavier,88.71050262451172,7.862856864929199,-17.250051498413086,78.17378997802734,13.980384826660156,33.34743423461914,3.4671149253845215,3.388411045074463,1.6453585624694824,2.464158058166504,14.587212562561035,0.20911210775375366,0.11741609498858452
251,2026-09-01 12:47:43,train,4,full_training,0.9854187369346619,0.042311426252126694,62.0,1,0,0.05045713999425061,3.663456439971924,2,32,1249,2368,relu,none,0.0,none,19984,he,5.400059739748637,2.908212184906006,4,0.3,256,2.286898612976074,1.8325368242905105,0.06028381142579206,0.0,,gaussian,cpu,cpu,8,,float32,none,small,noisy,low,cpu,small_model__noisy_data__low_volume,0.02,32,adam,1e-05,he,225.21484375,19.600534439086914,-174.5230255126953,78.17378997802734,13.98038101196289,97.47704162597657,3.4671151638031006,3.3884124755859375,3.4903323650360107,5.018294811248779,79.35395812988281,0.4435937851667404,0.5283724069595337
252,2026-09-01 12:47:43,train,4,full_training,1.8689855337142944,0.04469349980354309,42.0,1,0,0.04138409800361842,4.205759525299072,2,32,1249,2368,relu,none,0.0,none,19984,orthogonal,3.9428090254465737,2.9643869400024414,4,0.3,256,2.286898612976074,1.8325368242905105,0.06028381142579206,0.0,,gaussian,cpu,cpu,8,,float32,none,small,noisy,low,cpu,small_model__noisy_data__low_volume,0.02,32,adam,1e-05,orthogonal,68.3827133178711,7.809130668640137,-24.369298934936523,74.84283447265625,15.411137580871582,32.57246861457825,1.9562668800354004,1.9895806312561035,1.2635059356689453,2.67744779586792,12.286341667175293,0.1889336109161377,0.08444475382566452
253,2026-09-01 12:47:43,train,5,full_training,3.537153720855713,0.04294028878211975,91.0,1,0,0.08522842000820674,5.641251087188721,2,32,1313,2496,relu,none,0.0,none,21008,xavier,4.628277778625488,2.699293613433838,6,0.0,512,1.867555856704712,1.7312538069344652,0.04202803391966749,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,xavier,180.12289428710938,10.037043571472168,-27.765308380126953,96.06793975830078,18.023452758789062,37.29971828460693,5.341351509094238,4.448740482330322,1.8410866260528564,2.956608533859253,15.405150413513184,0.26139289140701294,0.19125504791736603
254,2026-09-01 12:47:43,train,5,full_training,4.213824272155762,0.03153466060757637,120.0,1,0,0.12338667002040893,5.8793625831604,2,32,1313,2496,relu,none,0.0,none,21008,he,5.945054133733113,3.1431682109832764,6,0.0,512,1.867555856704712,1.7312538069344652,0.04202803391966749,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,he,383.60638427734375,20.79003143310547,-97.68221282958984,96.06793975830078,18.023456573486328,100.12848014831543,5.3413519859313965,4.448741436004639,3.276237726211548,5.07389497756958,79.97492980957031,0.4651520401239395,0.6056409925222397
255,2026-09-01 12:47:43,train,5,full_training,3.6150431632995605,0.04716802015900612,81.0,1,0,0.07059674398624338,5.637527942657471,2,32,1313,2496,relu,none,0.0,none,21008,orthogonal,4.154700259367625,2.899160146713257,6,0.0,512,1.867555856704712,1.7312538069344652,0.04202803391966749,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,orthogonal,108.75711059570312,7.439563751220703,-30.19184112548828,115.15887451171875,17.881397247314453,23.53757953643799,3.8116023540496826,3.60478138923645,1.413159966468811,2.8460028171539307,16.59442710876465,0.21798407286405563,0.12345810234546661
256,2026-09-01 12:47:44,train,6,full_training,7.6473870277404785,0.04386453330516815,606.0,1,0,0.5604243199923076,10.899739265441895,2,32,1281,2432,relu,none,0.0,none,20496,xavier,4.337605396906535,2.741262674331665,5,0.2,768,5.0051422119140625,2.224171446370852,0.027203669793248918,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,high,cpu,small_model__moderate_data__high_volume,0.02,32,adam,1e-05,xavier,116.72314453125,17.049938201904297,-65.50624084472656,104.91101837158203,16.45632553100586,63.96963100433349,3.979733943939209,3.6802914142608643,1.786940097808838,6.359136581420898,882.687255859375,0.2509632632136345,0.1688544675707817
257,2026-09-01 12:47:44,train,6,full_training,6.513976573944092,0.04035099968314171,284.0,1,0,0.24605873800464906,8.732767105102539,2,32,1281,2432,relu,none,0.0,none,20496,he,5.668473839759827,3.066263437271118,5,0.2,768,5.0051422119140625,2.224171446370852,0.027203669793248918,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,high,cpu,small_model__moderate_data__high_volume,0.02,32,adam,1e-05,he,268.70367431640625,31.40130043029785,-160.33941650390625,104.91101837158203,16.456321716308594,223.74530181884765,3.979734182357788,3.680290699005127,3.4372477531433105,8.721294403076172,2745.314208984375,0.4827374815940857,0.624761551618576
258,2026-09-01 12:47:44,train,6,full_training,8.086669921875,0.03995486721396446,250.0,1,0,0.23881346100824885,8.876498222351074,2,32,1281,2432,relu,none,0.0,none,20496,orthogonal,4.054092566172282,2.926488161087036,5,0.2,768,5.0051422119140625,2.224171446370852,0.027203669793248918,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,high,cpu,small_model__moderate_data__high_volume,0.02,32,adam,1e-05,orthogonal,84.57994079589844,13.769994735717773,-87.63568115234375,96.48775482177734,16.84551239013672,22.727835655212402,2.908452033996582,2.6970884799957275,1.3150088787078857,6.241410732269287,822.1605224609375,0.2048013061285019,0.10781580582261086
259,2026-09-01 12:47:44,train,7,full_training,2.57077693939209,0.047542110085487366,31.0,1,0,0.0276463910122402,4.756789207458496,2,32,1281,2432,relu,none,0.0,none,20496,xavier,4.337605396906535,2.741262674331665,5,0.0,384,1.9720970392227173,1.7584872649549395,0.03100440729891365,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,xavier,116.72314453125,14.338796615600586,-137.7724151611328,99.3246078491211,16.331960678100586,53.48640365600586,3.8725180625915527,3.488149881362915,1.7115463018417358,4.760093688964844,95.06778717041016,0.22258369624614716,0.13711795210838318
260,2026-09-01 12:47:44,train,7,full_training,4.549753665924072,0.04298895597457886,31.0,1,0,0.02610980099416338,4.638800621032715,2,32,1281,2432,relu,none,0.0,none,20496,he,5.668473839759827,3.066263437271118,5,0.0,384,1.9720970392227173,1.7584872649549395,0.03100440729891365,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,he,268.70367431640625,50.2819938659668,-1376.239990234375,99.3246078491211,16.331960678100586,175.12122230529786,3.872518539428711,3.4881479740142822,3.2922251224517822,13.4323148727417,605.0968627929688,0.4281482845544815,0.507336437702179
261,2026-09-01 12:47:44,train,7,full_training,1.9783540964126587,0.04309840127825737,23.0,1,0,0.018828997999662533,4.47422981262207,2,32,1281,2432,relu,none,0.0,none,20496,orthogonal,4.054092566172282,2.926488161087036,5,0.0,384,1.9720970392227173,1.7584872649549395,0.03100440729891365,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,orthogonal,84.57994079589844,6.4863080978393555,-36.053794860839844,107.62492370605469,17.111034393310547,30.393634700775145,2.9268102645874023,2.7419850826263428,1.3083608150482178,2.7237422466278076,36.044273376464844,0.17666658014059067,0.08619929105043411
262,2026-09-01 12:47:45,train,8,full_training,2.981701135635376,0.04827379807829857,252.0,1,0,0.22272160099237226,7.8505706787109375,2,32,1345,2560,relu,none,0.0,none,21520,xavier,4.824894110361735,2.6007485389709473,7,0.2,640,1.9658149480819702,1.7568919788007094,0.03106641698137673,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,high,cpu,small_model__moderate_data__high_volume,0.02,32,adam,1e-05,xavier,222.52198791503906,37.6429443359375,-729.9031372070312,111.55693054199219,18.304975509643555,135.52686233520507,10.6790771484375,6.530520915985107,2.1010875701904297,10.537958145141602,773.3704223632812,0.3020000457763672,0.24555378407239914
263,2026-09-01 12:47:45,train,8,full_training,6.641028881072998,0.04932842403650284,295.0,1,0,0.2593496129848063,7.345340251922607,2,32,1345,2560,relu,none,0.0,none,21520,he,6.084149400393168,3.0874176025390625,7,0.2,640,1.9658149480819702,1.7568919788007094,0.03106641698137673,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,high,cpu,small_model__moderate_data__high_volume,0.02,32,adam,1e-05,he,444.48486328125,111.82667541503906,-5759.119140625,111.55693054199219,18.304975509643555,374.8607124328613,10.6790771484375,6.530520915985107,3.5068116188049316,27.054405212402344,3489.57373046875,0.504051998257637,0.6840427219867706
264,2026-09-01 12:47:45,train,8,full_training,1.9217276573181152,0.045572854578495026,266.0,1,0,0.216010339994682,7.723268508911133,2,32,1345,2560,relu,none,0.0,none,21520,orthogonal,4.247219244639079,2.8800108432769775,7,0.2,640,1.9658149480819702,1.7568919788007094,0.03106641698137673,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,high,cpu,small_model__moderate_data__high_volume,0.02,32,adam,1e-05,orthogonal,111.43936157226562,18.138887405395508,-285.47479248046875,115.82929229736328,19.343433380126953,81.50102005004882,4.5905022621154785,3.954125165939331,1.5419223308563232,7.067910194396973,416.03558349609375,0.2681821659207344,0.15947190672159195
265,2026-09-01 12:47:45,train,9,full_training,1.522403597831726,0.03625603765249252,186.0,1,0,0.16678125600446947,7.525232315063477,2,32,1313,2496,relu,none,0.0,none,21008,xavier,4.628277778625488,2.699293613433838,6,0.05,512,4.295394420623779,2.147710225068832,0.040229272391758046,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,xavier,180.12289428710938,21.101221084594727,-168.7559356689453,107.92363739013672,17.540390014648438,94.02649478912353,4.608424186706543,4.478360176086426,1.8472706079483032,7.215845584869385,224.22683715820312,0.2797245532274246,0.2115011364221573
266,2026-09-01 12:47:46,train,9,full_training,1.9972704648971558,0.03054657205939293,252.0,1,0,0.22385001298971474,7.3236846923828125,2,32,1313,2496,relu,none,0.0,none,21008,he,5.945054133733113,3.1431682109832764,6,0.05,512,4.295394420623779,2.147710225068832,0.040229272391758046,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,he,383.60638427734375,43.498985290527344,-657.4522705078125,107.92363739013672,17.540382385253906,187.92871742248536,4.608423709869385,4.478361129760742,3.2872419357299805,12.653206825256348,691.618896484375,0.4977734684944153,0.6697536110877991
267,2026-09-01 12:47:46,train,9,full_training,1.4576127529144287,0.04650271311402321,191.0,1,0,0.1773414729977958,8.176765441894531,2,32,1313,2496,relu,none,0.0,none,21008,orthogonal,4.154700259367625,2.899160146713257,6,0.05,512,4.295394420623779,2.147710225068832,0.040229272391758046,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,orthogonal,108.75711059570312,13.442899703979492,-108.80413818359375,112.58201599121094,17.614818572998047,44.33353271484375,3.6112680435180664,3.4042184352874756,1.4397159814834595,6.092548370361328,129.15350341796875,0.2330949902534485,0.131159707903862
268,2026-09-01 12:47:46,train,10,full_training,1.031116008758545,0.04700703173875809,31.0,1,0,0.029232550004962832,4.519083023071289,2,32,1313,2496,relu,none,0.0,none,21008,xavier,4.628277778625488,2.699293613433838,6,0.2,320,1.7240447998046875,1.6912751121394067,0.05550766482272822,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,xavier,180.12289428710938,8.830681800842285,-21.71605682373047,101.48707580566406,17.408430099487305,29.071784210205077,5.254852771759033,4.931421756744385,1.8605329990386963,2.4720683097839355,38.516048431396484,0.2637682855129242,0.19325705617666245
269,2026-09-01 12:47:46,train,10,full_training,1.2986831665039062,0.041494451463222504,32.0,1,0,0.02537560000200756,4.4348464012146,2,32,1313,2496,relu,none,0.0,none,21008,he,5.945054133733113,3.1431682109832764,6,0.2,320,1.7240447998046875,1.6912751121394067,0.05550766482272822,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,he,383.60638427734375,17.454769134521484,-68.9501953125,101.48707580566406,17.408430099487305,83.0681755065918,5.254852771759033,4.931423187255859,3.310842514038086,4.286397457122803,111.54338073730469,0.46937908232212067,0.611980676651001
270,2026-09-01 12:47:46,train,10,full_training,1.1972335577011108,0.039875585585832596,41.0,1,0,0.036168944992823526,5.104657173156738,2,32,1313,2496,relu,none,0.0,none,21008,orthogonal,4.154700259367625,2.899160146713257,6,0.2,320,1.7240447998046875,1.6912751121394067,0.05550766482272822,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,orthogonal,108.75711059570312,7.149406433105469,-27.733781814575195,113.24536895751953,18.212005615234375,15.89197359085083,3.7652535438537598,3.4243850708007812,1.4195621013641357,2.5232625007629395,30.146198272705078,0.20798806846141815,0.11173861846327782
271,2026-09-01 12:47:46,train,11,full_training,1.7836614847183228,0.036175310611724854,101.0,1,0,0.08789296797476709,6.12657356262207,2,32,1281,2432,relu,none,0.0,none,20496,xavier,4.337605396906535,2.741262674331665,5,0.05,448,1.8266726732254028,1.7201865834789176,0.048073602871294335,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,xavier,116.72314453125,8.566312789916992,-28.23105239868164,101.69557189941406,16.79680061340332,44.548587799072266,3.80202054977417,3.47282338142395,1.7299317121505737,2.9715046882629395,38.26207733154297,0.22081128507852554,0.14502568170428276
272,2026-09-01 12:47:46,train,11,full_training,3.076526165008545,0.04263393208384514,108.0,1,0,0.09478801197838038,5.8750200271606445,2,32,1281,2432,relu,none,0.0,none,20496,he,5.668473839759827,3.066263437271118,5,0.05,448,1.8266726732254028,1.7201865834789176,0.048073602871294335,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,he,268.70367431640625,22.44257926940918,-212.03341674804688,101.69557189941406,16.796796798706055,156.81328239440919,3.80202054977417,3.472820997238159,3.327589988708496,5.952200889587402,240.01736450195312,0.4247390180826187,0.5365950614213943
273,2026-09-01 12:47:46,train,11,full_training,1.6435776948928833,0.037699248641729355,100.0,1,0,0.08418404901749454,6.063332557678223,2,32,1281,2432,relu,none,0.0,none,20496,orthogonal,4.054092566172282,2.926488161087036,5,0.05,448,1.8266726732254028,1.7201865834789176,0.048073602871294335,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,orthogonal,84.57994079589844,6.133212566375732,-15.63398551940918,95.05607604980469,16.554058074951172,33.46911106109619,2.6853270530700684,2.6191282272338867,1.320367455482483,2.4464526176452637,19.585371017456055,0.19061006605625153,0.10016928240656853
274,2026-09-01 12:47:46,train,12,full_training,7.0636677742004395,0.04940394312143326,60.0,1,0,0.051756141998339444,6.448729991912842,2,32,1249,2368,relu,none,0.0,none,19984,xavier,4.106595436731975,2.8521344661712646,4,0.1,256,3.025658369064331,1.9725028884386577,0.03518576401436803,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,low,cpu,small_model__moderate_data__low_volume,0.02,32,adam,1e-05,xavier,88.71050262451172,18.529043197631836,-223.07608032226562,58.456546783447266,14.103750228881836,0.9322993278503418,3.386683464050293,3.2221219539642334,1.620224952697754,7.497951507568359,33.83908462524414,0.19945696741342545,0.10667096450924873
275,2026-09-01 12:47:47,train,12,full_training,9.700758934020996,0.04738910496234894,77.0,1,0,0.06335770097211935,5.8576555252075195,2,32,1249,2368,relu,none,0.0,none,19984,he,5.400059739748637,2.908212184906006,4,0.1,256,3.025658369064331,1.9725028884386577,0.03518576401436803,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,low,cpu,small_model__moderate_data__low_volume,0.02,32,adam,1e-05,he,225.21484375,58.31663513183594,-1925.10595703125,58.456546783447266,14.103750228881836,56.435054016113284,3.386683225631714,3.222121477127075,3.437016010284424,17.860074996948242,233.8543701171875,0.42311209440231323,0.48001928627491
276,2026-09-01 12:47:47,train,12,full_training,6.775546073913574,0.048143357038497925,85.0,1,0,0.07626243800041266,6.565185070037842,2,32,1249,2368,relu,none,0.0,none,19984,orthogonal,3.9428090254465737,2.9643869400024414,4,0.1,256,3.025658369064331,1.9725028884386577,0.03518576401436803,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,low,cpu,small_model__moderate_data__low_volume,0.02,32,adam,1e-05,orthogonal,68.3827133178711,15.136015892028809,-160.50479125976562,70.67984771728516,15.2107515335083,1.0339091300964356,1.9778351783752441,1.9934062957763672,1.265527606010437,6.714831829071045,30.89814567565918,0.1823594942688942,0.07878066971898079
